/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets251.png  116,54,263,213,1 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets246.png  101,-9,288,187,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets245.png  -51,-25,361,394,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets242.png  82,2,308,246,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets238.png  129,31,253,140,1 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets229.png  149,69,272,206,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets401.png  143,87,224,209,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets396.png  -29,-1,387,301,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets392.png  106,99,223,289,0 193,61,372,239,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets391.png  70,118,219,256,1 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets380.png  133,53,513,444,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets390.png  101,141,295,326,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets364.png  149,53,262,204,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets368.png  141,49,332,248,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets352.png  153,78,367,310,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets343.png  85,16,291,199,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets335.png  -17,27,305,412,1 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets319.png  107,78,250,265,0 226,71,335,216,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets318.png  86,93,149,189,1 23,82,88,176,1 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets305.png  116,69,289,200,1 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets291.png  45,43,249,263,1 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets453.png  -2,-26,327,394,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets451.png  137,94,380,326,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets445.png  125,27,315,228,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets438.png  104,34,303,276,1 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets441.png  91,9,299,231,1 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets434.png  45,52,255,252,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets426.png  78,35,354,298,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets427.png  77,37,338,294,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets423.png  59,77,131,141,1 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets413.png  76,10,238,201,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets418.png  42,-2,251,200,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets412.png  28,89,349,382,1 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets563.png  236,51,370,242,0 69,40,194,235,1 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets549.png  119,33,321,274,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets538.png  109,181,322,383,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets535.png  68,36,333,311,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets533.png  233,103,485,361,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets522.png  153,43,246,195,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets512.png  20,-23,402,288,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets508.png  55,2,327,178,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets477.png  148,67,271,233,1 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets473.png  134,79,386,314,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets468.png  -39,-46,412,412,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets467.png  88,40,361,272,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets458.png  87,21,238,167,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets642.png  108,67,194,166,0 195,52,278,169,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets639.png  93,38,246,228,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets630.png  51,29,382,323,1 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets629.png  102,16,325,227,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets612.png  31,19,219,171,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets607.png  86,-1,304,225,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets590.png  145,-13,371,212,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets587.png  65,40,316,248,1 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets588.png  79,27,304,204,1 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets585.png  52,31,352,408,1 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets575.png  85,121,236,332,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets579.png  72,52,303,220,1 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets570.png  127,24,313,290,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets572.png  131,0,292,230,1 263,76,346,208,1 333,92,402,211,1 85,37,162,167,1 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets567.png  74,90,209,309,0 271,86,365,266,0 212,85,269,196,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets683.png  154,36,271,201,1 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets675.png  68,47,390,455,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets666.png  139,46,269,171,1 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets659.png  159,24,290,166,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets661.png  117,42,317,221,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets658.png  120,28,333,230,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets655.png  93,79,227,188,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets650.png  81,51,288,262,0 
/content/drive/MyDrive/capstone/train_image/image/aug_KakaoTalk_20220324_190256213_01.jpg  1273,1889,1809,2622,0 
/content/drive/MyDrive/capstone/train_image/image/aug_KakaoTalk_20220324_190256213.jpg  1399,1867,2143,2843,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets764.png  126,64,251,324,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets762.png  57,42,341,309,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets741.png  236,91,381,300,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets698.png  81,176,271,357,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets685.png  146,99,258,266,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets694.png  121,59,302,223,1 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets709.png  71,9,361,266,1 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets721.png  38,44,262,222,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets734.png  93,27,233,170,1 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets735.png  116,38,270,195,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets748.png  119,92,254,196,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets749.png  110,64,367,291,0 
/content/drive/MyDrive/capstone/train_image/image/aug_BikesHelmets761.png  176,37,368,249,0 
/content/drive/MyDrive/capstone/train_image/image/aug_KakaoTalk_20220331_163141412_11.jpg  255,135,571,550,1 
/content/drive/MyDrive/capstone/train_image/image/aug_KakaoTalk_20220331_163141412_09.jpg  93,29,253,138,1 
/content/drive/MyDrive/capstone/train_image/image/aug_KakaoTalk_20220331_163141412_07.jpg  144,50,220,129,1 
/content/drive/MyDrive/capstone/train_image/image/aug_KakaoTalk_20220331_163141412_08.jpg  118,77,195,146,1 
/content/drive/MyDrive/capstone/train_image/image/aug_KakaoTalk_20220331_163141412_06.jpg  44,25,198,169,1 
/content/drive/MyDrive/capstone/train_image/image/aug_KakaoTalk_20220331_163141412_05.jpg  234,86,470,480,1 
/content/drive/MyDrive/capstone/train_image/image/aug_KakaoTalk_20220331_163141412_03.jpg  32,33,221,233,1 
/content/drive/MyDrive/capstone/train_image/image/aug_KakaoTalk_20220331_163141412_01.jpg  37,30,250,167,1 
/content/drive/MyDrive/capstone/train_image/image/aug_KakaoTalk_20220331_163141412.jpg  161,128,446,354,1 
/content/drive/MyDrive/capstone/train_image/image/aug_KakaoTalk_20220324_190256213_03.jpg  1002,1540,1980,2742,0 
/content/drive/MyDrive/capstone/train_image/image/aug_KakaoTalk_20220324_190256213_02.jpg  877,1126,1261,1737,0 
/content/drive/MyDrive/capstone/train_image/image/aug_KakaoTalk_20220331_163141412_23.jpg  487,427,811,648,1 
/content/drive/MyDrive/capstone/train_image/image/aug_KakaoTalk_20220331_163141412_22.jpg  37,109,880,750,1 
/content/drive/MyDrive/capstone/train_image/image/aug_KakaoTalk_20220331_163141412_20.png  409,181,849,519,1 
/content/drive/MyDrive/capstone/train_image/image/aug_KakaoTalk_20220331_163141412_19.jpg  46,61,178,179,1 
/content/drive/MyDrive/capstone/train_image/image/aug_KakaoTalk_20220331_163141412_17.jpg  90,34,144,115,1 
/content/drive/MyDrive/capstone/train_image/image/aug_KakaoTalk_20220331_163141412_18.jpg  272,77,454,359,1 523,20,712,350,1 
/content/drive/MyDrive/capstone/train_image/image/aug_KakaoTalk_20220331_163141412_16.jpg  109,226,786,1192,1 
/content/drive/MyDrive/capstone/train_image/image/aug_KakaoTalk_20220331_163141412_15.jpg  44,119,132,215,1 
/content/drive/MyDrive/capstone/train_image/image/aug_KakaoTalk_20220331_163141412_14.jpg  360,142,846,584,1 
/content/drive/MyDrive/capstone/train_image/image/aug_KakaoTalk_20220331_163141412_13.jpg  109,70,179,154,1 
/content/drive/MyDrive/capstone/train_image/image/aug_KakaoTalk_20220331_163141412_12.jpg  451,787,1236,1521,1 
/content/drive/MyDrive/capstone/train_image/image/aug_KakaoTalk_20220331_163141412_24.jpg  69,51,812,590,1 
/content/drive/MyDrive/capstone/train_image/image/aug2_1010.jpg  446,273,631,456,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_1009.jpg  117,88,359,340,1 
/content/drive/MyDrive/capstone/train_image/image/aug2_1006.jpg  287,62,494,289,1 
/content/drive/MyDrive/capstone/train_image/image/aug2_1005.jpg  68,-12,437,273,1 
/content/drive/MyDrive/capstone/train_image/image/aug2_1004.jpg  66,123,359,579,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_29.jpg  287,381,392,553,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_31.jpg  300,277,423,528,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_25.jpg  24,55,169,233,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_23.jpg  140,190,590,621,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_20.jpg  135,67,475,330,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_18.jpg  126,143,297,377,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_13.jpg  196,174,526,735,1 
/content/drive/MyDrive/capstone/train_image/image/aug2_16.jpg  159,224,441,577,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_15.jpg  272,141,339,269,0 101,122,196,271,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_12.jpg  188,180,473,592,1 
/content/drive/MyDrive/capstone/train_image/image/aug2_1.jpg  178,146,523,769,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_1028.jpg  63,83,305,475,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_1027.JPG  169,0,586,574,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_1026.jpg  326,165,455,379,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_1024.jpg  296,372,541,754,1 
/content/drive/MyDrive/capstone/train_image/image/aug2_1022.jpg  281,207,556,573,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_1021.jpg  267,506,582,1073,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_1019.jpg  295,30,406,225,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_1016.jpg  212,106,314,245,1 
/content/drive/MyDrive/capstone/train_image/image/aug2_1015.jpg  107,26,322,333,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_1012.jpg  180,235,382,468,1 
/content/drive/MyDrive/capstone/train_image/image/aug2_1039.JPG  308,103,554,501,1 
/content/drive/MyDrive/capstone/train_image/image/aug2_1038.JPG  44,28,466,553,1 
/content/drive/MyDrive/capstone/train_image/image/aug2_1037.jpg  29,24,156,160,1 
/content/drive/MyDrive/capstone/train_image/image/aug2_1036.jpg  100,236,222,442,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_1035.jpg  98,92,429,582,1 
/content/drive/MyDrive/capstone/train_image/image/aug2_1034.jpg  51,13,565,533,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_1033.jpg  47,82,496,545,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_1031.JPG  -10,35,438,597,1 
/content/drive/MyDrive/capstone/train_image/image/aug2_1030.jpg  67,160,304,504,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_1029.jpg  634,263,829,489,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_1051.JPG  98,131,143,206,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_1050.JPG  1,92,110,262,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_1049.JPG  434,207,839,690,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_1046.JPG  115,58,281,269,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_1047.JPG  102,35,196,174,1 
/content/drive/MyDrive/capstone/train_image/image/aug2_1045.JPG  115,320,482,889,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_1044.jpg  30,72,130,218,1 
/content/drive/MyDrive/capstone/train_image/image/aug2_1043.jpg  50,87,161,250,1 
/content/drive/MyDrive/capstone/train_image/image/aug2_1042.jpg  165,68,455,408,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_1041.jpg  802,410,1321,1152,1 
/content/drive/MyDrive/capstone/train_image/image/aug2_1040.jpg  661,507,810,731,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_2001.JPG  133,127,366,443,1 
/content/drive/MyDrive/capstone/train_image/image/aug2_1059.JPG  58,70,130,176,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_1058.JPG  58,75,169,275,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_1057.JPG  179,107,258,225,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_1056.JPG  344,173,494,510,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_1055.JPG  79,72,159,191,0 142,66,206,167,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_1054.JPG  851,432,1209,972,1 
/content/drive/MyDrive/capstone/train_image/image/aug2_1053.JPG  101,121,138,191,1 
/content/drive/MyDrive/capstone/train_image/image/aug2_1052.PNG  262,456,670,1221,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_BikesHelmets60.png  57,40,295,267,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_BikesHelmets53.png  98,55,286,214,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_BikesHelmets51.png  146,84,294,267,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_BikesHelmets46.png  93,66,313,229,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_BikesHelmets34.png  107,12,333,262,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_BikesHelmets29.png  13,-47,344,343,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_BikesHelmets27.png  85,87,361,395,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_BikesHelmets23.png  42,23,291,248,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_BikesHelmets13.png  128,107,501,449,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_BikesHelmets5.png  60,12,322,218,1 
/content/drive/MyDrive/capstone/train_image/image/aug2_2005.jpg  173,124,532,526,1 
/content/drive/MyDrive/capstone/train_image/image/aug2_BikesHelmets4.png  185,44,309,167,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_BikesHelmets1.png  52,0,297,251,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_2003.JPG  145,203,410,646,1 
/content/drive/MyDrive/capstone/train_image/image/aug2_2002.JPG  201,68,347,288,1 
/content/drive/MyDrive/capstone/train_image/image/aug2_2004.jpg  172,40,456,435,1 
/content/drive/MyDrive/capstone/train_image/image/aug2_BikesHelmets111.png  81,73,219,206,1 
/content/drive/MyDrive/capstone/train_image/image/aug2_BikesHelmets109.png  105,130,290,349,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_BikesHelmets92.png  151,48,272,227,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_BikesHelmets90.png  152,10,385,233,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_BikesHelmets83.png  109,10,351,241,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_BikesHelmets77.png  102,12,249,304,1 
/content/drive/MyDrive/capstone/train_image/image/aug2_BikesHelmets71.png  272,112,414,253,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_BikesHelmets62.png  86,90,267,418,1 
/content/drive/MyDrive/capstone/train_image/image/aug2_BikesHelmets61.png  134,24,602,423,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_BikesHelmets212.png  116,39,296,197,1 
/content/drive/MyDrive/capstone/train_image/image/aug2_BikesHelmets210.png  99,50,238,224,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_BikesHelmets202.png  233,53,328,195,0 94,72,238,245,0 
/content/drive/MyDrive/capstone/train_image/image/aug2_BikesHelmets201.png  82,94,442,404,1 
